,aptID,interest_level,predOnDesc,pred_low,pred_high,pred_h_or_m,Predicted_feats
37046,93075,medium,medium,True,False,medium,low
37047,93078,low,low,True,False,is_low,low
37048,93079,medium,medium,True,False,medium,low
37049,93083,low,low,True,False,is_low,low
37050,93085,low,medium,True,False,is_low,low
37051,93091,low,low,True,False,is_low,low
37052,93092,medium,medium,True,False,medium,low
37053,93097,low,low,True,False,is_low,low
37054,93103,medium,medium,True,False,medium,medium
37055,93107,low,low,True,False,is_low,low
37056,93110,medium,medium,True,False,medium,low
37057,93113,low,low,True,False,is_low,low
37058,93114,low,low,True,False,is_low,low
37059,93115,low,low,True,False,is_low,low
37060,93116,high,low,False,False,medium,medium
37061,93117,medium,low,True,False,medium,low
37062,93118,low,low,False,False,is_low,low
37063,93119,low,low,True,False,is_low,low
37064,93121,high,low,True,False,medium,low
37065,93122,low,medium,True,False,is_low,low
37066,93123,high,high,True,False,medium,low
37067,93129,low,high,True,False,is_low,low
37068,93130,high,low,True,False,medium,low
37069,93132,low,low,True,False,is_low,low
37070,93137,medium,low,False,False,medium,medium
37071,93138,medium,low,True,False,medium,low
37072,93142,low,low,False,False,is_low,low
37073,93148,low,low,True,False,is_low,low
37074,93149,low,low,True,False,is_low,low
37075,93151,low,low,True,False,is_low,low
37076,93156,low,medium,True,False,is_low,low
37077,93160,low,low,True,False,is_low,low
37078,93163,low,low,True,False,is_low,low
37079,93172,low,medium,True,False,is_low,low
37080,93173,low,medium,True,False,is_low,low
37081,93175,low,low,True,False,is_low,low
37082,93176,low,low,True,False,is_low,low
37083,93178,low,medium,False,False,is_low,medium
37084,93179,low,high,False,False,is_low,low
37085,93181,medium,low,True,False,medium,low
37086,93182,low,low,True,False,is_low,low
37087,93185,medium,low,False,False,medium,medium
37088,93186,low,medium,True,False,is_low,low
37089,93188,low,low,True,False,is_low,low
37090,93189,low,medium,True,False,is_low,low
37091,93190,high,high,True,False,medium,medium
37092,93195,low,low,True,False,is_low,low
37093,93198,low,low,False,False,is_low,low
37094,93199,high,high,True,False,medium,low
37095,93200,low,low,True,False,is_low,low
37096,93202,low,low,False,False,is_low,low
37097,93205,medium,low,True,False,medium,low
37098,93206,medium,medium,True,False,medium,low
37099,93210,medium,low,True,False,medium,low
37100,93211,low,low,True,False,is_low,low
37101,93214,low,low,True,False,is_low,low
37102,93215,medium,medium,True,False,medium,low
37103,93217,low,low,True,False,is_low,low
37104,93218,low,medium,True,False,is_low,low
37105,93225,low,low,True,False,is_low,low
37106,93226,low,low,True,False,is_low,low
37107,93229,low,medium,True,False,is_low,low
37108,93230,medium,medium,False,False,medium,low
37109,93237,medium,medium,True,False,medium,low
37110,93238,medium,low,True,False,medium,low
37111,93239,low,medium,True,False,is_low,low
37112,93244,low,low,True,False,is_low,low
37113,93246,medium,low,True,False,medium,low
37114,93252,high,high,True,False,medium,low
37115,93253,low,low,True,False,is_low,low
37116,93254,medium,low,True,False,medium,low
37117,93255,low,low,True,False,is_low,low
37118,93257,low,low,True,False,is_low,low
37119,93259,low,low,True,False,is_low,low
37120,93260,medium,low,True,False,medium,low
37121,93262,low,low,True,False,is_low,low
37122,93265,low,low,True,False,is_low,low
37123,93268,medium,medium,True,False,medium,low
37124,93270,medium,medium,False,False,medium,medium
37125,93272,low,low,True,False,is_low,low
37126,93274,medium,low,True,False,medium,low
37127,93275,low,medium,False,False,is_low,medium
37128,93276,low,low,True,False,is_low,low
37129,93277,low,low,True,False,is_low,low
37130,93279,low,medium,True,False,is_low,low
37131,93280,medium,medium,True,False,medium,low
37132,93291,low,low,True,False,is_low,low
37133,93292,low,low,True,False,is_low,low
37134,93294,high,high,True,False,medium,low
37135,93298,low,low,True,False,is_low,low
37136,93300,medium,medium,False,False,medium,medium
37137,93301,medium,medium,True,False,medium,low
37138,93302,low,low,True,False,is_low,low
37139,93303,low,low,False,False,is_low,medium
37140,93305,medium,low,True,False,medium,low
37141,93307,low,medium,True,False,is_low,low
37142,93308,low,low,True,False,is_low,low
37143,93315,low,low,True,False,is_low,low
37144,93316,low,low,False,False,is_low,medium
37145,93317,medium,low,True,False,medium,low
37146,93321,medium,low,True,False,medium,low
37147,93324,low,low,True,False,is_low,low
37148,93325,low,low,False,False,is_low,low
37149,93328,medium,medium,False,False,medium,low
37150,93329,low,low,True,False,is_low,low
37151,93330,low,low,True,False,is_low,low
37152,93336,low,low,True,False,is_low,low
37153,93340,low,medium,True,False,is_low,low
37154,93342,high,medium,True,False,medium,low
37155,93343,low,low,True,False,is_low,low
37156,93344,low,low,True,False,is_low,low
37157,93346,low,low,True,False,is_low,low
37158,93347,low,low,True,False,is_low,low
37159,93348,low,low,True,False,is_low,low
37160,93351,high,low,True,False,medium,low
37161,93353,low,low,True,False,is_low,low
37162,93357,low,low,True,False,is_low,low
37163,93359,low,high,False,False,is_low,low
37164,93361,low,low,True,False,is_low,low
37165,93363,low,low,True,False,is_low,low
37166,93364,low,low,True,False,is_low,low
37167,93366,high,medium,True,False,medium,low
37168,93369,low,low,True,False,is_low,low
37169,93375,medium,medium,True,False,medium,low
37170,93376,low,medium,True,False,is_low,low
37171,93379,low,low,True,False,is_low,low
37172,93380,low,low,True,False,is_low,low
37173,93381,low,low,True,False,is_low,low
37174,93382,low,medium,False,False,is_low,low
37175,93388,medium,medium,True,False,medium,low
37176,93389,low,low,True,False,is_low,low
37177,93391,medium,medium,False,False,medium,medium
37178,93393,low,low,True,False,is_low,low
37179,93400,high,medium,True,False,medium,low
37180,93402,low,medium,True,False,is_low,low
37181,93403,low,low,True,False,is_low,low
37182,93407,low,low,True,False,is_low,low
37183,93408,low,low,True,False,is_low,low
37184,93412,high,low,True,False,medium,low
37185,93414,low,low,True,False,is_low,low
37186,93415,medium,medium,True,False,medium,low
37187,93420,low,low,True,False,is_low,low
37188,93432,low,low,True,False,is_low,low
37189,93435,low,high,True,False,is_low,low
37190,93437,low,low,True,False,is_low,low
37191,93446,low,low,True,False,is_low,low
37192,93447,low,low,True,False,is_low,low
37193,93449,low,high,True,False,is_low,low
37194,93451,low,low,True,False,is_low,low
37195,93452,low,high,True,False,is_low,low
37196,93455,low,low,True,False,is_low,low
37197,93456,low,low,True,False,is_low,low
37198,93457,medium,low,True,False,medium,low
37199,93459,low,low,True,False,is_low,low
37200,93465,low,low,True,False,is_low,low
37201,93469,medium,low,True,False,medium,low
37202,93474,medium,low,True,False,medium,low
37203,93475,low,low,True,False,is_low,low
37204,93476,low,low,True,False,is_low,low
37205,93477,low,low,True,False,is_low,low
37206,93478,low,low,True,False,is_low,low
37207,93483,medium,medium,True,False,medium,low
37208,93485,high,low,True,False,medium,low
37209,93489,low,low,True,False,is_low,low
37210,93490,low,low,True,False,is_low,low
37211,93493,low,low,True,False,is_low,low
37212,93495,low,medium,True,False,is_low,low
37213,93496,medium,medium,True,False,medium,low
37214,93497,low,low,True,False,is_low,low
37215,93499,low,low,True,False,is_low,low
37216,93500,low,low,True,False,is_low,low
37217,93501,low,low,True,False,is_low,low
37218,93502,low,medium,False,True,is_low,high
37219,93508,low,medium,True,False,is_low,low
37220,93509,low,low,True,False,is_low,low
37221,93510,low,low,True,False,is_low,low
37222,93511,low,low,True,False,is_low,low
37223,93513,low,low,True,False,is_low,low
37224,93515,medium,low,True,False,medium,low
37225,93516,low,low,True,False,is_low,low
37226,93517,low,low,True,False,is_low,low
37227,93523,medium,low,True,False,medium,low
37228,93524,medium,medium,True,False,medium,low
37229,93525,low,low,False,False,is_low,medium
37230,93531,high,medium,True,False,medium,low
37231,93533,high,high,True,False,medium,low
37232,93534,low,low,True,False,is_low,low
37233,93535,low,low,True,False,is_low,low
37234,93537,medium,medium,True,False,medium,low
37235,93538,low,medium,False,False,is_low,medium
37236,93539,low,low,True,False,is_low,low
37237,93542,low,low,True,False,is_low,low
37238,93545,high,high,True,True,high,low
37239,93552,low,low,True,False,is_low,low
37240,93553,low,low,True,False,is_low,low
37241,93554,low,low,True,False,is_low,low
37242,93556,high,medium,True,False,medium,low
37243,93559,low,low,True,False,is_low,low
37244,93560,medium,medium,False,False,medium,medium
37245,93561,low,medium,True,False,is_low,low
37246,93562,low,low,True,False,is_low,low
37247,93563,low,low,True,False,is_low,low
37248,93565,low,low,True,False,is_low,low
37249,93572,low,low,True,False,is_low,low
37250,93574,medium,medium,True,False,medium,low
37251,93577,high,medium,False,False,medium,low
37252,93582,low,high,False,False,is_low,low
37253,93583,low,low,False,False,is_low,low
37254,93585,low,medium,True,False,is_low,low
37255,93587,low,low,True,False,is_low,low
37256,93593,low,low,True,False,is_low,low
37257,93595,low,low,True,False,is_low,low
37258,93602,medium,low,True,False,medium,low
37259,93604,low,low,True,False,is_low,low
37260,93605,medium,medium,True,False,medium,low
37261,93607,medium,medium,True,False,medium,low
37262,93611,medium,medium,True,False,medium,low
37263,93612,low,low,True,False,is_low,low
37264,93614,low,low,True,False,is_low,low
37265,93615,high,medium,False,False,medium,low
37266,93617,low,high,True,False,is_low,low
37267,93618,medium,low,True,False,medium,low
37268,93619,low,low,True,False,is_low,low
37269,93621,low,low,True,False,is_low,low
37270,93622,low,low,False,False,is_low,low
37271,93625,low,low,True,False,is_low,low
37272,93626,low,low,True,False,is_low,low
37273,93627,medium,low,True,False,medium,low
37274,93631,low,low,True,False,is_low,low
37275,93632,low,low,True,False,is_low,low
37276,93634,medium,low,True,False,medium,low
37277,93635,medium,low,True,False,medium,low
37278,93641,low,medium,True,False,is_low,low
37279,93645,low,low,True,False,is_low,low
37280,93646,low,low,True,False,is_low,low
37281,93647,low,low,True,False,is_low,low
37282,93649,medium,low,True,False,medium,low
37283,93654,medium,medium,True,False,medium,low
37284,93655,low,low,True,False,is_low,low
37285,93656,low,low,True,False,is_low,low
37286,93660,low,low,False,False,is_low,medium
37287,93661,medium,medium,False,False,medium,medium
37288,93662,low,low,True,False,is_low,low
37289,93665,medium,medium,True,False,medium,low
37290,93668,low,low,True,False,is_low,low
37291,93669,high,low,False,True,high,high
37292,93672,low,low,True,False,is_low,low
37293,93673,low,low,True,False,is_low,low
37294,93678,low,low,True,False,is_low,low
37295,93690,low,low,True,False,is_low,low
37296,93691,low,low,True,False,is_low,low
37297,93696,low,low,True,False,is_low,low
37298,93697,low,high,True,False,is_low,low
37299,93701,low,low,True,False,is_low,low
37300,93703,medium,medium,True,False,medium,low
37301,93704,medium,medium,False,False,medium,medium
37302,93711,low,low,True,False,is_low,low
37303,93715,low,low,True,False,is_low,low
37304,93716,low,low,True,False,is_low,low
37305,93717,low,low,True,False,is_low,low
37306,93718,low,low,True,False,is_low,low
37307,93719,low,low,True,False,is_low,low
37308,93720,high,medium,True,False,medium,low
37309,93721,low,low,True,False,is_low,low
37310,93722,low,low,True,False,is_low,low
37311,93724,low,low,True,False,is_low,low
37312,93725,low,low,True,False,is_low,low
37313,93726,high,low,False,True,high,high
37314,93730,low,low,True,False,is_low,low
37315,93732,low,low,True,False,is_low,low
37316,93734,medium,low,True,False,medium,low
37317,93737,low,medium,True,False,is_low,low
37318,93738,low,low,True,False,is_low,low
37319,93739,low,low,True,False,is_low,low
37320,93743,low,low,True,False,is_low,low
37321,93744,low,low,True,False,is_low,low
37322,93745,low,low,True,False,is_low,low
37323,93746,medium,medium,True,False,medium,low
37324,93750,low,low,True,False,is_low,low
37325,93754,low,medium,True,False,is_low,low
37326,93755,medium,low,True,False,medium,low
37327,93756,medium,medium,False,False,medium,low
37328,93758,high,low,True,False,medium,low
37329,93761,high,low,True,False,medium,low
37330,93765,medium,high,True,False,medium,low
37331,93766,low,low,False,False,is_low,medium
37332,93769,low,low,True,False,is_low,low
37333,93775,low,low,True,False,is_low,low
37334,93776,low,low,True,False,is_low,low
37335,93777,medium,low,True,False,medium,low
37336,93780,low,low,False,False,is_low,medium
37337,93782,low,medium,False,False,is_low,medium
37338,93788,medium,medium,True,False,medium,low
37339,93789,high,low,True,False,medium,low
37340,93791,low,low,True,False,is_low,low
37341,93793,low,low,True,False,is_low,low
37342,93794,medium,medium,True,False,medium,low
37343,93796,low,low,True,False,is_low,low
37344,93797,low,low,True,False,is_low,low
37345,93803,low,low,True,False,is_low,low
37346,93805,low,low,True,False,is_low,low
37347,93806,high,low,True,False,medium,low
37348,93807,low,low,True,False,is_low,low
37349,93812,low,medium,True,False,is_low,low
37350,93814,low,low,True,False,is_low,low
37351,93820,low,low,True,False,is_low,low
37352,93821,low,low,False,False,is_low,low
37353,93823,high,medium,True,False,medium,low
37354,93826,medium,medium,True,False,medium,low
37355,93829,low,low,True,False,is_low,medium
37356,93832,low,low,True,False,is_low,low
37357,93833,low,low,True,False,is_low,low
37358,93836,medium,low,True,False,medium,low
37359,93837,low,low,True,False,is_low,low
37360,93838,low,low,True,False,is_low,low
37361,93839,low,low,True,False,is_low,low
37362,93840,medium,low,False,True,medium,medium
37363,93842,medium,low,True,False,medium,low
37364,93844,medium,low,True,False,medium,low
37365,93845,low,high,True,False,is_low,low
37366,93846,low,low,True,False,is_low,low
37367,93856,low,high,True,False,is_low,low
37368,93864,low,high,True,False,is_low,low
37369,93865,low,low,False,False,is_low,medium
37370,93866,low,medium,True,False,is_low,low
37371,93871,low,low,True,False,is_low,low
37372,93872,low,low,True,False,is_low,low
37373,93875,medium,medium,True,False,medium,low
37374,93876,low,medium,True,False,is_low,medium
37375,93880,low,low,False,True,is_low,high
37376,93881,high,low,True,False,medium,low
37377,93882,low,medium,True,False,is_low,low
37378,93883,medium,low,True,False,medium,low
37379,93890,medium,low,False,True,high,high
37380,93894,high,low,True,False,medium,low
37381,93895,low,low,True,False,is_low,low
37382,93897,low,low,True,False,is_low,low
37383,93900,low,low,True,False,is_low,low
37384,93905,low,low,True,False,is_low,low
37385,93908,low,low,True,False,is_low,low
37386,93910,low,low,True,False,is_low,low
37387,93919,medium,low,True,False,medium,low
37388,93921,low,low,True,False,is_low,low
37389,93923,low,high,True,False,is_low,low
37390,93924,low,low,True,False,is_low,low
37391,93930,low,medium,False,False,is_low,medium
37392,93931,low,low,True,False,is_low,low
37393,93932,low,low,True,False,is_low,low
37394,93938,low,low,False,True,is_low,high
37395,93939,medium,low,True,False,medium,low
37396,93940,low,low,True,False,is_low,low
37397,93941,low,low,True,False,is_low,low
37398,93943,medium,low,False,True,high,high
37399,93947,low,low,True,False,is_low,low
37400,93949,low,low,True,False,is_low,low
37401,93951,medium,low,True,False,medium,low
37402,93957,low,low,True,False,is_low,low
37403,93958,medium,medium,True,False,medium,low
37404,93960,low,low,True,False,is_low,low
37405,93962,low,medium,False,False,is_low,medium
37406,93963,low,low,False,False,is_low,low
37407,93964,low,low,True,False,is_low,low
37408,93968,low,low,True,False,is_low,low
37409,93969,medium,low,True,False,medium,low
37410,93972,medium,medium,True,False,medium,low
37411,93977,medium,low,True,False,medium,low
37412,93979,medium,low,True,False,medium,low
37413,93980,low,low,True,False,is_low,low
37414,93981,low,low,True,False,is_low,low
37415,93982,high,low,True,False,medium,low
37416,93985,low,low,True,False,is_low,low
37417,93986,low,medium,False,False,is_low,medium
37418,93988,medium,medium,True,False,medium,low
37419,93989,low,low,True,False,is_low,low
37420,93992,medium,medium,True,False,medium,low
37421,94001,medium,low,True,False,medium,low
37422,94002,low,medium,True,False,is_low,low
37423,94003,low,high,True,False,is_low,low
37424,94004,medium,low,True,False,medium,low
37425,94005,low,low,True,False,is_low,low
37426,94015,low,low,True,False,is_low,low
37427,94017,low,low,True,False,is_low,low
37428,94018,low,low,True,False,is_low,low
37429,94019,high,medium,False,True,high,high
37430,94023,medium,low,True,False,medium,low
37431,94026,low,low,True,False,is_low,low
37432,94029,low,medium,True,False,is_low,low
37433,94031,low,low,True,False,is_low,low
37434,94032,high,medium,True,False,medium,low
37435,94033,low,low,True,False,is_low,low
37436,94035,medium,low,True,False,medium,low
37437,94036,low,low,True,False,is_low,low
37438,94039,low,low,True,False,is_low,low
37439,94042,medium,low,True,False,medium,low
37440,94043,low,low,True,False,is_low,low
37441,94044,low,low,True,False,is_low,low
37442,94048,medium,low,False,True,high,high
37443,94049,high,low,True,False,medium,low
37444,94054,low,low,True,False,is_low,low
37445,94059,medium,medium,False,False,medium,medium
37446,94061,low,low,True,False,is_low,low
37447,94066,low,medium,False,False,is_low,low
37448,94067,low,low,True,False,is_low,low
37449,94068,medium,low,True,False,medium,low
37450,94069,low,low,True,False,is_low,low
37451,94073,low,low,True,False,is_low,low
37452,94074,low,medium,True,False,is_low,low
37453,94075,low,low,True,False,is_low,low
37454,94076,low,low,True,False,is_low,low
37455,94081,low,medium,True,False,is_low,low
37456,94083,low,low,True,False,is_low,low
37457,94086,medium,low,True,False,medium,low
37458,94087,low,low,True,False,is_low,low
37459,94094,high,low,True,False,medium,low
37460,94097,medium,low,True,False,medium,low
37461,94098,medium,medium,True,False,medium,low
37462,94103,low,low,True,False,is_low,low
37463,94104,high,high,False,True,high,high
37464,94106,low,low,True,False,is_low,low
37465,94108,low,low,True,False,is_low,low
37466,94113,low,low,True,False,is_low,low
37467,94114,low,low,False,False,is_low,medium
37468,94117,high,medium,False,False,medium,medium
37469,94119,low,low,True,False,is_low,low
37470,94120,low,low,True,False,is_low,low
37471,94124,low,low,True,False,is_low,low
37472,94130,medium,low,True,False,medium,low
37473,94132,low,low,True,False,is_low,low
37474,94135,low,low,True,False,is_low,low
37475,94136,low,medium,False,False,is_low,low
37476,94139,medium,medium,True,False,medium,low
37477,94142,low,low,True,False,is_low,low
37478,94146,low,low,True,False,is_low,low
37479,94148,low,low,True,False,is_low,low
37480,94149,high,high,True,False,medium,low
37481,94151,low,low,True,False,is_low,low
37482,94153,low,low,True,False,is_low,low
37483,94156,low,low,True,False,is_low,low
37484,94160,medium,low,False,False,medium,medium
37485,94164,low,low,True,False,is_low,low
37486,94165,low,low,True,False,is_low,low
37487,94166,low,low,True,False,is_low,low
37488,94169,high,high,True,False,medium,low
37489,94170,low,low,True,False,is_low,low
37490,94182,low,medium,True,False,is_low,low
37491,94183,low,low,True,False,is_low,low
37492,94184,high,medium,True,False,medium,low
37493,94187,low,low,True,False,is_low,low
37494,94188,low,medium,True,False,is_low,low
37495,94190,high,low,True,False,medium,low
37496,94191,medium,low,True,False,medium,low
37497,94192,medium,medium,True,False,medium,low
37498,94193,low,low,True,False,is_low,low
37499,94194,medium,medium,True,False,medium,low
37500,94196,low,low,True,False,is_low,low
37501,94197,medium,low,True,False,medium,low
37502,94200,medium,medium,True,False,medium,low
37503,94207,low,low,True,False,is_low,low
37504,94208,medium,low,False,False,medium,medium
37505,94209,low,low,True,False,is_low,low
37506,94216,low,low,True,False,is_low,low
37507,94217,low,low,True,False,is_low,low
37508,94219,low,low,True,False,is_low,low
37509,94221,medium,low,False,False,medium,low
37510,94222,medium,medium,False,False,medium,medium
37511,94224,medium,low,True,False,medium,low
37512,94225,low,low,True,False,is_low,low
37513,94227,low,low,True,False,is_low,low
37514,94228,medium,medium,True,False,medium,low
37515,94230,low,low,True,False,is_low,low
37516,94232,high,high,True,False,medium,low
37517,94233,high,low,True,False,medium,low
37518,94236,low,low,True,False,is_low,low
37519,94237,medium,medium,False,False,medium,medium
37520,94238,low,low,True,False,is_low,low
37521,94240,low,medium,True,False,is_low,low
37522,94241,medium,low,True,False,medium,low
37523,94242,low,medium,True,False,is_low,low
37524,94243,low,high,True,False,is_low,low
37525,94249,high,low,True,False,medium,low
37526,94251,low,low,True,False,is_low,low
37527,94254,low,low,True,False,is_low,low
37528,94259,low,low,True,False,is_low,low
37529,94268,low,high,True,False,is_low,low
37530,94269,low,low,True,False,is_low,low
37531,94276,medium,medium,False,False,medium,low
37532,94277,low,low,True,False,is_low,low
37533,94283,low,low,True,False,is_low,low
37534,94287,low,low,True,False,is_low,low
37535,94289,low,low,True,False,is_low,low
37536,94290,low,low,True,False,is_low,low
37537,94293,low,low,True,False,is_low,low
37538,94294,medium,low,True,False,medium,low
37539,94296,low,low,True,False,is_low,low
37540,94300,low,low,True,False,is_low,low
37541,94301,medium,low,True,False,medium,low
37542,94302,low,low,True,False,is_low,low
37543,94313,low,low,True,False,is_low,low
37544,94315,low,low,True,False,is_low,low
37545,94320,low,low,True,False,is_low,low
37546,94325,low,low,False,False,is_low,medium
37547,94326,low,low,True,False,is_low,low
37548,94327,low,low,False,False,is_low,low
37549,94329,low,medium,True,False,is_low,low
37550,94342,low,low,True,False,is_low,low
37551,94343,low,low,True,False,is_low,low
37552,94347,low,low,True,False,is_low,low
37553,94348,medium,medium,True,False,medium,low
37554,94351,low,low,True,False,is_low,low
37555,94354,low,low,True,False,is_low,low
37556,94355,low,low,True,False,is_low,low
37557,94361,low,medium,True,False,is_low,low
37558,94367,low,low,True,False,is_low,low
37559,94374,medium,low,True,False,medium,low
37560,94375,low,medium,True,False,is_low,low
37561,94378,low,low,True,False,is_low,low
37562,94382,low,low,True,False,is_low,low
37563,94383,low,low,False,False,is_low,medium
37564,94385,low,low,False,True,is_low,high
37565,94386,medium,low,True,False,medium,low
37566,94387,low,low,True,False,is_low,low
37567,94390,medium,low,True,False,medium,low
37568,94398,low,low,True,False,is_low,low
37569,94399,low,low,True,False,is_low,low
37570,94401,low,high,False,False,is_low,medium
37571,94406,high,medium,True,False,medium,low
37572,94416,low,low,True,False,is_low,low
37573,94418,high,low,True,False,medium,low
37574,94422,low,low,True,False,is_low,low
37575,94423,low,medium,True,False,is_low,low
37576,94427,low,low,True,False,is_low,low
37577,94433,low,medium,True,False,is_low,low
37578,94434,low,low,True,False,is_low,low
37579,94435,low,low,True,False,is_low,low
37580,94438,low,low,True,False,is_low,low
37581,94439,low,low,True,False,is_low,low
37582,94442,low,low,True,False,is_low,low
37583,94446,low,low,False,False,is_low,medium
37584,94447,low,low,False,False,is_low,medium
37585,94448,low,low,True,False,is_low,low
37586,94450,low,low,True,False,is_low,low
37587,94451,medium,medium,True,False,medium,low
37588,94453,low,medium,True,False,is_low,low
37589,94460,medium,medium,True,False,medium,low
37590,94463,low,low,True,False,is_low,low
37591,94464,low,low,True,False,is_low,low
37592,94467,low,low,True,False,is_low,low
37593,94468,medium,low,True,False,medium,low
37594,94473,low,low,True,False,is_low,low
37595,94476,high,medium,False,False,high,low
37596,94478,medium,medium,False,False,medium,medium
37597,94479,low,low,True,False,is_low,low
37598,94482,high,medium,True,False,medium,low
37599,94486,low,low,True,False,is_low,low
37600,94489,low,low,True,False,is_low,low
37601,94491,low,medium,False,False,is_low,medium
37602,94492,high,high,True,False,medium,low
37603,94497,low,low,True,False,is_low,low
37604,94499,low,low,True,False,is_low,low
37605,94504,high,medium,True,False,medium,low
37606,94507,low,high,True,False,is_low,low
37607,94508,low,low,True,False,is_low,low
37608,94510,low,low,True,False,is_low,low
37609,94511,low,low,True,False,is_low,low
37610,94514,medium,medium,True,False,medium,low
37611,94515,medium,medium,True,False,medium,low
37612,94520,low,medium,True,False,is_low,low
37613,94527,low,low,True,False,is_low,low
37614,94528,low,medium,True,False,is_low,low
37615,94531,medium,low,True,False,medium,low
37616,94532,low,high,True,False,is_low,low
37617,94533,low,low,True,False,is_low,low
37618,94534,low,low,True,False,is_low,low
37619,94535,low,low,True,False,is_low,low
37620,94536,low,low,True,False,is_low,low
37621,94548,low,low,True,False,is_low,low
37622,94554,low,low,True,False,is_low,low
37623,94556,medium,medium,True,False,medium,low
37624,94561,low,medium,True,False,is_low,low
37625,94564,low,high,False,False,is_low,medium
37626,94566,low,low,True,False,is_low,low
37627,94577,low,low,True,False,is_low,low
37628,94579,low,low,True,False,is_low,low
37629,94581,high,low,False,True,high,high
37630,94583,medium,medium,True,False,medium,low
37631,94585,low,high,True,False,is_low,low
37632,94587,low,medium,True,False,is_low,low
37633,94588,low,low,False,False,is_low,medium
37634,94593,low,low,True,False,is_low,low
37635,94594,low,low,False,False,is_low,low
37636,94596,medium,low,True,False,medium,low
37637,94597,low,low,True,False,is_low,low
37638,94600,medium,low,True,False,medium,low
37639,94602,low,medium,True,False,is_low,low
37640,94603,low,low,True,False,is_low,low
37641,94604,low,high,False,False,is_low,medium
37642,94605,medium,medium,True,False,medium,low
37643,94607,low,low,False,True,is_low,medium
37644,94609,low,low,True,False,is_low,low
37645,94613,low,low,True,False,is_low,low
37646,94614,medium,medium,False,True,high,high
37647,94615,low,low,True,False,is_low,low
37648,94617,medium,medium,True,False,medium,low
37649,94620,medium,medium,True,False,medium,low
37650,94622,high,low,True,False,medium,low
37651,94626,low,low,True,False,is_low,low
37652,94628,low,low,True,False,is_low,low
37653,94629,low,medium,True,False,is_low,low
37654,94632,low,low,True,False,is_low,low
37655,94633,medium,medium,False,True,high,high
37656,94635,low,low,True,False,is_low,low
37657,94637,medium,medium,True,False,medium,low
37658,94640,low,low,True,False,is_low,low
37659,94642,low,medium,True,False,is_low,low
37660,94647,low,low,True,False,is_low,low
37661,94649,low,low,True,False,is_low,low
37662,94655,low,low,False,False,is_low,medium
37663,94656,medium,medium,False,False,medium,low
37664,94657,low,low,True,False,is_low,low
37665,94664,medium,medium,True,False,medium,low
37666,94669,low,low,True,False,is_low,low
37667,94670,low,low,True,False,is_low,low
37668,94671,low,low,True,False,is_low,low
37669,94672,low,low,True,False,is_low,low
37670,94674,low,low,True,False,is_low,low
37671,94676,low,low,True,False,is_low,low
37672,94677,medium,low,True,False,medium,low
37673,94678,high,medium,False,True,high,high
37674,94680,low,medium,True,False,is_low,low
37675,94689,low,low,True,False,is_low,low
37676,94692,low,low,True,False,is_low,low
37677,94693,low,low,True,False,is_low,low
37678,94694,low,low,True,False,is_low,low
37679,94697,low,low,True,False,is_low,low
37680,94701,high,medium,True,False,medium,low
37681,94704,low,medium,False,False,is_low,medium
37682,94705,low,low,True,False,is_low,low
37683,94707,medium,low,True,False,medium,low
37684,94708,low,medium,True,False,is_low,low
37685,94715,low,low,True,False,is_low,low
37686,94717,medium,low,False,True,high,high
37687,94719,low,high,True,False,is_low,low
37688,94723,low,low,True,False,is_low,low
37689,94724,low,low,True,False,is_low,low
37690,94725,low,low,True,False,is_low,low
37691,94729,low,low,True,False,is_low,low
37692,94731,high,low,True,False,medium,low
37693,94734,low,low,True,False,is_low,low
37694,94737,low,low,True,False,is_low,low
37695,94739,medium,medium,True,False,medium,low
37696,94740,low,low,True,False,is_low,low
37697,94741,low,low,True,False,is_low,low
37698,94744,low,low,True,False,is_low,low
37699,94748,medium,medium,True,False,medium,low
37700,94750,low,low,True,False,is_low,low
37701,94751,medium,low,True,False,medium,low
37702,94752,low,low,True,False,is_low,low
37703,94753,low,low,False,True,is_low,high
37704,94754,low,medium,True,False,is_low,low
37705,94755,low,medium,False,False,is_low,medium
37706,94756,medium,medium,False,True,high,high
37707,94758,medium,low,True,False,medium,low
37708,94767,low,low,True,False,is_low,low
37709,94772,low,low,True,False,is_low,low
37710,94773,low,high,True,False,is_low,low
37711,94774,low,low,True,False,is_low,low
37712,94775,medium,medium,True,False,medium,low
37713,94777,low,low,True,False,is_low,low
37714,94778,medium,medium,False,False,medium,medium
37715,94779,low,low,True,False,is_low,low
37716,94781,low,low,True,False,is_low,low
37717,94782,medium,low,True,False,medium,low
37718,94788,low,medium,True,False,is_low,low
37719,94790,high,low,True,False,medium,low
37720,94791,high,medium,False,False,medium,low
37721,94792,low,low,True,False,is_low,low
37722,94795,low,low,True,False,is_low,low
37723,94796,medium,medium,False,False,medium,low
37724,94798,low,medium,True,False,is_low,low
37725,94801,low,low,False,False,is_low,medium
37726,94803,low,low,True,False,is_low,low
37727,94805,medium,medium,True,False,medium,low
37728,94808,medium,medium,True,False,medium,low
37729,94809,low,medium,True,False,is_low,low
37730,94811,low,low,True,False,is_low,low
37731,94812,low,medium,True,False,is_low,low
37732,94814,medium,low,True,False,medium,low
37733,94815,medium,medium,True,False,medium,low
37734,94821,low,low,True,False,is_low,low
37735,94825,low,low,True,False,is_low,low
